business_name,city,zone,reason,matched_existing_record,matched_source_file
Dentalia,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,528000033682,deduplication_index.csv
Mina La Antigua,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523338261888,deduplication_index.csv
Pizza del Perro Negro,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,525553517401,deduplication_index.csv
Mariscos El Güero de Boulevard,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523336581172,deduplication_index.csv
Kimono Chapalita,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523321541686,deduplication_index.csv
Yuko Sushi,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523343828913,deduplication_index.csv
Cenaduría Doña Rebe,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523331404124,deduplication_index.csv
La Real Cocina,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523315931503,deduplication_index.csv
Jia Xiang Tofu,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523310884554,deduplication_index.csv
DIMAStudio Diseño y Arquitectura,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523331564296,deduplication_index.csv
Berlins Bretzel Wagen,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523324729030,deduplication_index.csv
La Chata,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523336411853,deduplication_index.csv
Animal Health,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523336176971,deduplication_index.csv
VETRERINARIA ITZCUINCALLI,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523338467101,deduplication_index.csv
VETERINARIAFIDO VET,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,veterinariafido vet,deduplication_index.csv
VETERINARIA Y ESTETICA CANINA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,veterinaria y estetica canina,deduplication_index.csv
VETERINARIA VIEFER,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523317076689,deduplication_index.csv
VETERINARIA SESAVET,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523338541540,deduplication_index.csv
VETERINARIA REINO ANIMALS,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523324657493,deduplication_index.csv
VETERINARIA REINO ANIMAL,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523311188261,deduplication_index.csv
VETERINARIA PUPPYS,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523338113044,deduplication_index.csv
VETERINARIA PROVIDENCIA,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523334741117,deduplication_index.csv
VETERINARIA PET S SOLUTIONS,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523344444214,deduplication_index.csv
VETERINARIA PET MANIA,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523320729717,deduplication_index.csv
VETERINARIA PET AMOUR,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523311935875,deduplication_index.csv
VETERINARIA ORIGAM,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523311949023,deduplication_index.csv
VETERINARIA MONORTZ,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523376178625,deduplication_index.csv
VETERINARIA MEXICO,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523312484239,deduplication_index.csv
VETERINARIA MERAKI PETS,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523313950302,deduplication_index.csv
VETERINARIA MEDI PET,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523323840703,deduplication_index.csv
VETERINARIA- LITTLE TAILS,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523314606477,deduplication_index.csv
VETERINARIA LEON EL,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523336199171,deduplication_index.csv
VETERINARIA LA CASA DE TOBI,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523338127171,deduplication_index.csv
VETERINARIA LA CASA DE LA MASCOTA,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523336378711,deduplication_index.csv
VETERINARIA HUIZAR,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523310656792,deduplication_index.csv
VETERINARIA GREEN HEALTH,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523331165345,deduplication_index.csv
VETERINARIA GENTIL ANIMALS,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523329894821,deduplication_index.csv
VETERINARIA COUNTRY CAN,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523331264085,deduplication_index.csv
VETERINARIA CLINICKAN,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523318199181,deduplication_index.csv
VETERINARIA CANNES,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523338273840,deduplication_index.csv
VETERINARIA CANINA,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523312028741,deduplication_index.csv
VETERINARIA CALIFORNIA,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523336378517,deduplication_index.csv
VETERINARIA BLACKI,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523338255445,deduplication_index.csv
VETERINARIA BLACK FOX,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523313260035,deduplication_index.csv
VETERINARIA ANIMAL LIFE,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523313682381,deduplication_index.csv
VETERINARIA ALAMEDA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,veterinaria alameda,deduplication_index.csv
TARA GROOMING,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523338464920,deduplication_index.csv
SERVICIOS MEDICOS VETERINARIOS DE GUADALAJARA,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523336152425,deduplication_index.csv
RONALD PETS VETERINARIA,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523314535419,deduplication_index.csv
PETZU ANIMAL CARE,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523318505339,deduplication_index.csv
PERROS DEL MUNDO,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523312507860,deduplication_index.csv
OCICAT,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523311774473,deduplication_index.csv
MUNDO VETERINARIO,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523315127546,deduplication_index.csv
MULTISERVICIOS VETERINARIOS,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523336183680,deduplication_index.csv
MEDICAL PET,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523314311050,deduplication_index.csv
LA PANTERA ROSA,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523336094243,deduplication_index.csv
KA AN VETERINARIA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,ka an veterinaria,deduplication_index.csv
HOSPITAL VETERINARIO REAL SAN FRANCISCO,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523338117832,deduplication_index.csv
HOSPITAL VETERINARIO PROVIDENCIA,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523336401037,deduplication_index.csv
HOSPITAL VETERINARIO GUADALAJARA,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523336301730,deduplication_index.csv
GUARDERIA CANINA DOG DOG ENCAMINANDO A TU PERRO,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523311094075,deduplication_index.csv
ESTETICA VETERINARIA,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523317017722,deduplication_index.csv
DHARMA VET,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523326514463,deduplication_index.csv
CONSULTORIO VETERINARIO,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523338545311,deduplication_index.csv
CONSULTORIO COUNTRY PETS,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523338534542,deduplication_index.csv
CLINICA VETERINARIA SEÃOR DOGS,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523336169726,deduplication_index.csv
"CLINICA VETERINARIA SAN FRANSCISCO DE ASIS, ESPECIALISTAS EN DERTAMATOLOGIA",Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523313493057,deduplication_index.csv
CLINICA VETERINARIA GHENE,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523336381101,deduplication_index.csv
CLÃNICA VETERINARIA DROOPY,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523313327882,deduplication_index.csv
CLINICA VETERINARIA BASENJI,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523311497688,deduplication_index.csv
CLINICA VETERINARIA ANIMAL KINGDOMM,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523333454104,deduplication_index.csv
CENTRO MEDICO VETERINARIO ARGOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,centro medico veterinario argos,deduplication_index.csv
CENTRO DE ECOGRAFIA CLINICA PARA MASCOTAS,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523331203975,deduplication_index.csv
CANOPOLIS,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523338236558,deduplication_index.csv
CANE CLINICA VETERINARIA Y ESTETICA,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523311908996,deduplication_index.csv
ASHOKA HOSPITAL VETERINARIO,Guadalajara,Providencia/Chapalita/Americana,same normalized phone as previous campaign,523314663554,deduplication_index.csv
ABYVET VETERINARIA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,abyvet veterinaria,deduplication_index.csv
VILLALOBOS ABOGADOS Y ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,villalobos abogados y asociados,deduplication_index.csv
VALLE AVILA ABOGADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,valle avila abogados,deduplication_index.csv
UNIVERSIDAD FUNDACION DE DESARROLLO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,universidad fundacion de desarrollo,deduplication_index.csv
SOLTERO Y ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,soltero y asociados,deduplication_index.csv
SERVICIOS JURIDICOS PERMANENTES,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,servicios juridicos permanentes,deduplication_index.csv
SERVICIOS DE DESPACHO JURIDICO BYG ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,servicios de despacho juridico byg asociados,deduplication_index.csv
SANCHEZ CARRILLO Y ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,sanchez carrillo y asociados,deduplication_index.csv
ROYES SC,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,royes sc,deduplication_index.csv
ROYAL SERVICES BURO DE ESTUDIOS JURIDICOS Y PROYECTOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,royal services buro de estudios juridicos y proyectos,deduplication_index.csv
RAMOS RIPOLL Y SCHUSTER,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,ramos ripoll y schuster,deduplication_index.csv
RAMIREZ Y ASOCIADOS ABOGADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,ramirez y asociados abogados,deduplication_index.csv
OSORIO CORPORATIVO LEGAL,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,osorio corporativo legal,deduplication_index.csv
OROZCO JASSO ASESORES,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,orozco jasso asesores,deduplication_index.csv
OFICINAS JIMENEZ,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,oficinas jimenez,deduplication_index.csv
OFICINAS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,oficinas,deduplication_index.csv
OFICINADE ABOGADO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,oficinade abogado,deduplication_index.csv
OFICINA PRIVADA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,oficina privada,deduplication_index.csv
OFICINA JURIDICA LABORAL,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,oficina juridica laboral,deduplication_index.csv
OFICINA JURIDICA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,oficina juridica,deduplication_index.csv
OFICINA DE TRAMITES AUTOTRAMITES PARTIDA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,oficina de tramites autotramites partida,deduplication_index.csv
OFICINA DE ABOGADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,oficina de abogados,deduplication_index.csv
NOTARIA DE ABOGADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,notaria de abogados,deduplication_index.csv
MUÑOZ DIAZ ABOGADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,munoz diaz abogados,deduplication_index.csv
MG ABOGADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,mg abogados,deduplication_index.csv
MEJIA Y ASOCIADOS SOLUCIONES LEGALES INTEGRALES,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,mejia y asociados soluciones legales integrales,deduplication_index.csv
LEGAL SOLUTION,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,legal solution,deduplication_index.csv
LEGAL BUSINESS SOLUTION,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,legal business solution,deduplication_index.csv
LAZO VILLA MOEL Y GARCIA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,lazo villa moel y garcia,deduplication_index.csv
KOMPLEX GRUPPE,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,komplex gruppe,deduplication_index.csv
JURÍDICO RAMOS Y ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,juridico ramos y asociados,deduplication_index.csv
JURIDICO PEREZ PARRA Y ASOC,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,juridico perez parra y asoc,deduplication_index.csv
JURIDICO MAGDALENO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,juridico magdaleno,deduplication_index.csv
JURIDICO LUNA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,juridico luna,deduplication_index.csv
JURIDICA ESPECIALISTAS DE OCCIDENTE,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,juridica especialistas de occidente,deduplication_index.csv
JURE FIRMA LEGAL ESPECIALIZADA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,jure firma legal especializada,deduplication_index.csv
INTERVENI CONSULTORES,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,interveni consultores,deduplication_index.csv
INOVA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,inova,deduplication_index.csv
IMPRESOS GUADALAJARA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,impresos guadalajara,deduplication_index.csv
HELT,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,helt,deduplication_index.csv
HANNON Y ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,hannon y asociados,deduplication_index.csv
GUTIERREZ AVELAR ASESORES,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,gutierrez avelar asesores,deduplication_index.csv
GURROLA ALCAZAR Y ABOGADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,gurrola alcazar y abogados,deduplication_index.csv
GRUPO CARBAGO CORPORACION JURIDICA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,grupo carbago corporacion juridica,deduplication_index.csv
GONZALEZ PARADA Y ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,gonzalez parada y asociados,deduplication_index.csv
GONZALEZ MONTEON Y ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,gonzalez monteon y asociados,deduplication_index.csv
GONZALEZ LUNA ABOGADOS;CORREDURIA 81,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,gonzalez luna abogados correduria 81,deduplication_index.csv
GOMEZ Y ASOCIADOS Y ABOGADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,gomez y asociados y abogados,deduplication_index.csv
GOMEZ LIZAOLA Y GOMEZ GOVEA CORPORATIVO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,gomez lizaola y gomez govea corporativo,deduplication_index.csv
GIGSA PISO CINCO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,gigsa piso cinco,deduplication_index.csv
GIBOS JURIDICO CONTABLE,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,gibos juridico contable,deduplication_index.csv
GESTORIA JURIDICA Y ESCOLAR,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,gestoria juridica y escolar,deduplication_index.csv
GBG,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,gbg,deduplication_index.csv
GAACK,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,gaack,deduplication_index.csv
FIRMA DE ABOGADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,firma de abogados,deduplication_index.csv
FEDERACION OBRERA DE JALISCO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,federacion obrera de jalisco,deduplication_index.csv
FABIAN & FABIAN ABOGADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,fabian fabian abogados,deduplication_index.csv
EXIR GRUPO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,exir grupo juridico,deduplication_index.csv
ESTUDIOS JURIDICOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,estudios juridicos,deduplication_index.csv
ESTUDIO DE ABOGADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,estudio de abogados,deduplication_index.csv
ESTEVANE Y ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,estevane y asociados,deduplication_index.csv
ESPINO Y ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,espino y asociados,deduplication_index.csv
ESPECIALISTAS LABORALES,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,especialistas laborales,deduplication_index.csv
EMPORIO ESTRATEGICO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,emporio estrategico juridico,deduplication_index.csv
EMPLOYEE SOLUCIONES,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,employee soluciones,deduplication_index.csv
EER ABOGADO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,eer abogado,deduplication_index.csv
DIVORCIO EXPRESS SIN NOMBRE,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,divorcio express sin nombre,deduplication_index.csv
DISTINTA CONSULTORIA INTEGRAL,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,distinta consultoria integral,deduplication_index.csv
DESPCHO ACEVES Y ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despcho aceves y asociados,deduplication_index.csv
DESPACXHO DE ABOGADOS 226-8,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacxho de abogados 226 8,deduplication_index.csv
DESPACHO LIC JOSE EUGENIO GUTIERREZ ROCHA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho lic jose eugenio gutierrez rocha,deduplication_index.csv
DESPACHO JURIDICO Y COPIAS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico y copias,deduplication_index.csv
DESPACHO JURIDICO VILLANUEVA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico villanueva,deduplication_index.csv
DESPACHO JURIDICO SIN NOMBRE,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico sin nombre,deduplication_index.csv
DESPACHO JURIDICO SIN NOMBRE,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico sin nombre,deduplication_index.csv
DESPACHO JURIDICO SIN NOMBRE,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico sin nombre,deduplication_index.csv
DESPACHO JURIDICO SIN NOMBRE,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico sin nombre,deduplication_index.csv
DESPACHO JURIDICO SIN NOMBRE,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico sin nombre,deduplication_index.csv
DESPACHO JURIDICO SIN NOMBRE,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico sin nombre,deduplication_index.csv
DESPACHO JURIDICO SIN NÓMBRE,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico sin nombre,deduplication_index.csv
DESPACHO JURIDICO SÁNCHEZ,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico sanchez,deduplication_index.csv
DESPACHO JURIDICO RALAM,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico ralam,deduplication_index.csv
DESPACHO JURIDICO OLVEDA GARCIA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico olveda garcia,deduplication_index.csv
DESPACHO JURIDICO NUÑEZ LOPEZ CONSULTORES,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico nunez lopez consultores,deduplication_index.csv
DESPACHO JURIDICO NAVARRO NIEVES Y ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico navarro nieves y asociados,deduplication_index.csv
DESPACHO JURIDICO MIGUEL HERNANDEZ COBIAN,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico miguel hernandez cobian,deduplication_index.csv
DESPACHO JURIDICO LOMELI Y VALDIVIA,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico lomeli y valdivia,deduplication_index.csv
DESPACHO JURIDICO JOSE,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico jose,deduplication_index.csv
DESPACHO JURIDICO IMAGEN PRODUCTIVIDAD Y SERVICIO S.C,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico imagen productividad y servicio s c,deduplication_index.csv
DESPACHO JURIDICO GONZALEZ Y ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico gonzalez y asociados,deduplication_index.csv
DESPACHO JURIDICO GODINEZ CURIEL Y ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico godinez curiel y asociados,deduplication_index.csv
DESPACHO JURIDICO DELGADILLO Y ASOCIADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico delgadillo y asociados,deduplication_index.csv
DESPACHO JURIDICO CARDENAS Y ABOGADOS,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico cardenas y abogados,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURIDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
DESPACHO JURÍDICO,Guadalajara,Providencia/Chapalita/Americana,same normalized business name as previous campaign,despacho juridico,deduplication_index.csv
