business_name,niche,country,city,zone,phone,normalized_phone,phone_status,website_status,website_url,source_url
Clinica Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 284 1562,527222841562,valid_format_only,No website found,,https://www.openstreetmap.org/node/12560576280
Agroveterinaria Lerdo,Veterinaria,Mexico,Metepec,Metepec/Toluca premium,+527222173434,527222173434,valid_format_only,No website found,,https://www.openstreetmap.org/node/12560581419
Silueta 7,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 219 6132,527222196132,valid_format_only,No website found,,https://www.openstreetmap.org/node/12563234238
Total Femme,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+527226341287,527226341287,valid_format_only,Modern/official website found,https://www.total-femme.com/,https://www.openstreetmap.org/node/12564322051
Ortodoncia Dr. Angulo,Dental,Mexico,Metepec,Metepec/Toluca premium,+527222195387,527222195387,valid_format_only,No website found,,https://www.openstreetmap.org/node/12564360116
Pedicuristas de Toluca,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+527223322063,527223322063,valid_format_only,No website found,,https://www.openstreetmap.org/node/12564635931
Cirujano Dentista,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 212 3575,527222123575,valid_format_only,No website found,,https://www.openstreetmap.org/node/12564662037
Consultorio dental Xam,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 280 2927,527222802927,valid_format_only,No website found,,https://www.openstreetmap.org/node/12565534113
Clinica Dental Integral De Endodoncia,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 235 0777,527222350777,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566358515
Consultorio De Psicoterapia,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 356 0459,527223560459,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566411225
Consultorio Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 217 4489,527222174489,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566578935
Consultorio De Psicología Clínica,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 281 5291,527222815291,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566674871
Consultorio Psicológico,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 510 3163,527225103163,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566678990
Consultorio De Dermatología Pediátrica,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 55 5458 8931,525554588931,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566689834
Consultorio Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 394 0014,527223940014,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566693346
"Consultorio Psicoterapia Integral ""Yo Soy""",Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+527222451961,527222451961,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566717449
Clinica San Sebastian,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 214 7792,527222147792,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566719201
Consultorio De Psicoterapia Física,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 252 5772,527222525772,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566719202
Clínica Quiropodista,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 148 7100,527221487100,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566721945
Smile Art,Dental,Mexico,Metepec,Metepec/Toluca premium,+527222430722,527222430722,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566738006
Proveedora De Productos y Equipos Dentales,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 167 1593,527221671593,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566747182
Reiki Association International México,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+527221191201,527221191201,valid_format_only,Modern/official website found,www.raimexico.com.mx,https://www.openstreetmap.org/node/12566770902
Consultorio Acupuntura,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 318 9280,527223189280,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566950657
Consultorio Psicología Pi2,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 425 9889,527224259889,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566950658
Consultorio Dental Forever Smile,Dental,Mexico,Metepec,Metepec/Toluca premium,+527291734702,527291734702,valid_format_only,No website found,,https://www.openstreetmap.org/node/12566996259
Veterinaria Tolotzin,Veterinaria,Mexico,Metepec,Metepec/Toluca premium,+52 722 272 4367,527222724367,valid_format_only,No website found,,https://www.openstreetmap.org/node/12568447773
Dental Care,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 534 3617,527225343617,valid_format_only,No website found,,https://www.openstreetmap.org/node/12568539709
iDental,Dental,Mexico,Metepec,Metepec/Toluca premium,+527222704389,527222704389,valid_format_only,No website found,,https://www.openstreetmap.org/node/12568549515
Consultorio de odontologia general y ortodoncia,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 212 2822,527222122822,valid_format_only,No website found,,https://www.openstreetmap.org/node/12568582038
Consultorio Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 473 2064,527224732064,valid_format_only,No website found,,https://www.openstreetmap.org/node/12568776704
Consultorio Psicológico,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 155 9016,527221559016,valid_format_only,No website found,,https://www.openstreetmap.org/node/12569130789
Consultorio Odontopediatrico,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 458 0623,527224580623,valid_format_only,No website found,,https://www.openstreetmap.org/node/12569147260
Consultorio Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 540 8081,527225408081,valid_format_only,No website found,,https://www.openstreetmap.org/node/12569750479
Medical Centro de Medicina Alternativa,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 508 4410,527225084410,valid_format_only,No website found,,https://www.openstreetmap.org/node/12572790024
Medico Anestecista,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 183 3740,527221833740,valid_format_only,No website found,,https://www.openstreetmap.org/node/12572809600
Temascal Maria Magadalena Del Coporo,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 565 2670,527225652670,valid_format_only,No website found,,https://www.openstreetmap.org/node/12572817346
Consultorio Médico,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 215 8232,527222158232,valid_format_only,No website found,,https://www.openstreetmap.org/node/12572830136
Consultorio de Ortopedia y Traumatología,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 213 3776,527222133776,valid_format_only,No website found,,https://www.openstreetmap.org/node/12572830139
Consultorio Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 214 8989,527222148989,valid_format_only,No website found,,https://www.openstreetmap.org/node/12573128820
El Hidalguense,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 468 2205,527224682205,valid_format_only,No website found,,https://www.openstreetmap.org/node/12574244932
English Studio Mx,Academia privada,Mexico,Metepec,Metepec/Toluca premium,+527221670324,527221670324,valid_format_only,Only Instagram/Facebook,https://www.facebook.com/Ingles.sin.complicaciones,https://www.openstreetmap.org/node/12574449034
Medicina Integrativa,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 712 243 7782,527122437782,valid_format_only,No website found,,https://www.openstreetmap.org/node/12574492259
Consulturio de Medicina del Deporte,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 214 4130,527222144130,valid_format_only,No website found,,https://www.openstreetmap.org/node/12574528101
Pediatría,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+527222151472,527222151472,valid_format_only,No website found,,https://www.openstreetmap.org/node/12574528102
Look Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 490 3214,527224903214,valid_format_only,Modern/official website found,https://www.clinicalookdental.com/,https://www.openstreetmap.org/node/12577090728
Podamed,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 175 7422,527221757422,valid_format_only,Modern/official website found,www.centrodeespecialidadessaludatuvida.com,https://www.openstreetmap.org/node/12577473670
Consultorio Medico De Especialidad Acupuntura Y Homeopatia,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 216 8640,527222168640,valid_format_only,No website found,,https://www.openstreetmap.org/node/12578141253
Clinica Sg Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 119 7085,527221197085,valid_format_only,No website found,,https://www.openstreetmap.org/node/12581308340
Consultorio Dental Aibident,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 55 6116 1651,525561161651,valid_format_only,Modern/official website found,https://albident.com/,https://www.openstreetmap.org/node/12582183141
Dentista,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 497 4005,527224974005,valid_format_only,No website found,,https://www.openstreetmap.org/node/12582186945
Dentista,Dental,Mexico,Metepec,Metepec/Toluca premium,+527224900873,527224900873,valid_format_only,No website found,,https://www.openstreetmap.org/node/12582190742
Biomagnetismo Medico,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 55 3430 7620,525534307620,valid_format_only,Modern/official website found,www.anuarmustregoiz.com.mx,https://www.openstreetmap.org/node/12582339401
Pedicurista,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 155 7578,527221557578,valid_format_only,No website found,,https://www.openstreetmap.org/node/12583241876
Terapia Fisica Y Rehabilitacion Anna,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 160 7777,527221607777,valid_format_only,No website found,,https://www.openstreetmap.org/node/12583268832
Clínica Biorenova Toluca,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+527221670330,527221670330,valid_format_only,Modern/official website found,www.biorenova.net,https://www.openstreetmap.org/node/12585070578
Consultorio Médico,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 391 0954,527223910954,valid_format_only,No website found,,https://www.openstreetmap.org/node/12585085516
Terapeutica Rosher,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+527225182062,527225182062,valid_format_only,Only Instagram/Facebook,https://www.facebook.com/rosherfroc/,https://www.openstreetmap.org/node/12585095431
Consultorio Médico De Ortopedia y Traumatología,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 215 6754,527222156754,valid_format_only,No website found,,https://www.openstreetmap.org/node/12585213824
Consultorio Médico Heliodoro Bernal Abarca,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 214 6096,527222146096,valid_format_only,No website found,,https://www.openstreetmap.org/node/12585224315
Consultorio Podológico,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+527226889717,527226889717,valid_format_only,No website found,,https://www.openstreetmap.org/node/12585233746
Centro De Masaje Terapeutico Y Rehabilitacion,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 711 6280,527227116280,valid_format_only,No website found,,https://www.openstreetmap.org/node/12586071375
Consultorio Dental Lila Dent,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 186 9990,527221869990,valid_format_only,No website found,,https://www.openstreetmap.org/node/12587656009
Consultorio Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 215 5301,527222155301,valid_format_only,No website found,,https://www.openstreetmap.org/node/12587680960
Medinámico,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 55 4555 5026,525545555026,valid_format_only,No website found,,https://www.openstreetmap.org/node/12588812967
Consultorio Psicológico Integral,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 382 3369,527223823369,valid_format_only,No website found,,https://www.openstreetmap.org/node/12588835054
Tooth-i Dent,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 173 9690,527221739690,valid_format_only,No website found,,https://www.openstreetmap.org/node/12590218199
Centro Psicoterapeutico Dime,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 495 8253,527224958253,valid_format_only,No website found,,https://www.openstreetmap.org/node/12590222044
Centro Quiroterapeutico Integral,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 264 3882,527222643882,valid_format_only,No website found,,https://www.openstreetmap.org/node/12590263303
Instituto Tecnico Ejecutivo En Computacion E Ingles,Academia privada,Mexico,Metepec,Metepec/Toluca premium,+52 722 199 2780,527221992780,valid_format_only,No website found,,https://www.openstreetmap.org/node/12590290817
Consultorio Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 980 7489,527229807489,valid_format_only,No website found,,https://www.openstreetmap.org/node/12590292202
Vens S,Dental,Mexico,Metepec,Metepec/Toluca premium,+527224903339,527224903339,valid_format_only,No website found,,https://www.openstreetmap.org/node/12590299087
Consultorio Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 396 7795,527223967795,valid_format_only,No website found,,https://www.openstreetmap.org/node/12590412078
Consultorio Dental Sin Nombe,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 710 9375,527227109375,valid_format_only,No website found,,https://www.openstreetmap.org/node/12590425236
Midental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 424 9832,527224249832,valid_format_only,No website found,,https://www.openstreetmap.org/node/12590437889
Consultorio Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 496 1654,527224961654,valid_format_only,No website found,,https://www.openstreetmap.org/node/12590480780
Healthy People,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 729 161 4504,527291614504,valid_format_only,No website found,,https://www.openstreetmap.org/node/12590482319
Consultorio Psicologico,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 253 4497,527222534497,valid_format_only,No website found,,https://www.openstreetmap.org/node/12590485965
Consultorio Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 306 3337,527223063337,valid_format_only,No website found,,https://www.openstreetmap.org/node/12590487633
Clínica Medicina Estética,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 217 7564,527222177564,valid_format_only,No website found,,https://www.openstreetmap.org/node/12594053291
Clínica Dental Teeth and Tooth,Dental,Mexico,Metepec,Metepec/Toluca premium,+527222809039,527222809039,valid_format_only,Modern/official website found,https://www.teethandtooth.mx/,https://www.openstreetmap.org/node/12594117019
Consultorio Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 212 4162,527222124162,valid_format_only,No website found,,https://www.openstreetmap.org/node/12594126719
Daling,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+527224644596,527224644596,valid_format_only,No website found,,https://www.openstreetmap.org/node/12594127440
Body Nutrition,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+527291257745,527291257745,valid_format_only,No website found,,https://www.openstreetmap.org/node/12594149888
Consultorio de Nutrición,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 212 0898,527222120898,valid_format_only,No website found,,https://www.openstreetmap.org/node/12594163413
Atencion Y Orientacion Psicologica Biopsic,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 670 0215,527226700215,valid_format_only,No website found,,https://www.openstreetmap.org/node/12594409695
Easy English,Academia privada,Mexico,Metepec,Metepec/Toluca premium,+52 722 319 5522,527223195522,valid_format_only,No website found,,https://www.openstreetmap.org/node/12594492131
Córdova Crosby Odontóloga,Dental,Mexico,Metepec,Metepec/Toluca premium,+527223507613,527223507613,valid_format_only,No website found,,https://www.openstreetmap.org/node/12595811445
Consultorio de Cirugía Maxilofacial e Implantes,Dental,Mexico,Metepec,Metepec/Toluca premium,+527222122722,527222122722,valid_format_only,No website found,,https://www.openstreetmap.org/node/12595819576
Grupo Odontológico Toluca,Dental,Mexico,Metepec,Metepec/Toluca premium,+527222120177,527222120177,valid_format_only,No website found,,https://www.openstreetmap.org/node/12595903815
Grupo Odontologico La Asuncion,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 411 7331,527224117331,valid_format_only,No website found,,https://www.openstreetmap.org/node/12596710652
Clinica Vive,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 321 7766,527223217766,valid_format_only,No website found,,https://www.openstreetmap.org/node/12597084869
Colegio Mexiquense De Audicion Y Lenguaje,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 217 1509,527222171509,valid_format_only,No website found,,https://www.openstreetmap.org/node/12597111287
Galhez,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 615 6711,527226156711,valid_format_only,No website found,,https://www.openstreetmap.org/node/12598433149
Mundo Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 199 2988,527221992988,valid_format_only,No website found,,https://www.openstreetmap.org/node/12598796664
Grupo De Especialidades Odontologicas Del Valle Toluca,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 542 2766,527225422766,valid_format_only,No website found,,https://www.openstreetmap.org/node/12599750533
Quiropedista,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,52158,,invalid_phone,No website found,,https://www.openstreetmap.org/node/12599799997
Ubedental,Dental,Mexico,Metepec,Metepec/Toluca premium,72228748554,,invalid_phone,Modern/official website found,https://www.ubedental.com/,https://www.openstreetmap.org/node/12607882771
Medica Vitalife,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 289 8628,527222898628,valid_format_only,No website found,,https://www.openstreetmap.org/node/12609808065
Consultorio De Psiquiatria,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 160 0576,527221600576,valid_format_only,No website found,,https://www.openstreetmap.org/node/12609999568
Consultiorio Psicoterapeuta Individual Y Grupal,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 154 1627,527221541627,valid_format_only,No website found,,https://www.openstreetmap.org/node/12609999569
Transformacion,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 295 7723,527222957723,valid_format_only,No website found,,https://www.openstreetmap.org/node/12619254442
Consultorio Médico,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 219 1562,527222191562,valid_format_only,No website found,,https://www.openstreetmap.org/node/12619281195
Terapias Psicoterapias Y Rehabilitacion Fisica,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 510 3320,527225103320,valid_format_only,No website found,,https://www.openstreetmap.org/node/12619927347
Consultorio Dr. F. Eduardo Sánchez García,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 119 0449,527221190449,valid_format_only,No website found,,https://www.openstreetmap.org/node/12623346526
Consultorio Medico,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+525547579894,525547579894,valid_format_only,No website found,,https://www.openstreetmap.org/node/12623386856
Consultorio Dental Plus,Dental,Mexico,Metepec,Metepec/Toluca premium,Consultorio Dental Plus,,missing_phone,No website found,,https://www.openstreetmap.org/node/12623823904
Consultorio Psicologico Integral,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 574 5369,527225745369,valid_format_only,No website found,,https://www.openstreetmap.org/node/12626468773
Cocolare. Consultorio Dental Integral,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 669 9266,527226699266,valid_format_only,No website found,,https://www.openstreetmap.org/node/12626527304
Smile Kids Center,Dental,Mexico,Metepec,Metepec/Toluca premium,72228865980,,invalid_phone,No website found,,https://www.openstreetmap.org/node/12627280924
Consultorio Medico,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 244 1534,527222441534,valid_format_only,No website found,,https://www.openstreetmap.org/node/12628896148
Consultorio De Psicopedagogia Brainbow,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 459 9502,527224599502,valid_format_only,No website found,,https://www.openstreetmap.org/node/12676898947
Consultorio Dental Dental Serr,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 645 5863,527226455863,valid_format_only,No website found,,https://www.openstreetmap.org/node/12714930537
Body Clinic,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 55 8534 1499,525585341499,valid_format_only,No website found,,https://www.openstreetmap.org/node/12728100160
Consultorio Medico,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 334 5010,527223345010,valid_format_only,No website found,,https://www.openstreetmap.org/node/12728114511
Laboratorio Dental Mayli,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 251 6048,527222516048,valid_format_only,No website found,,https://www.openstreetmap.org/node/12731807996
Consultorio Dental Smiles,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 100 9058,527221009058,valid_format_only,No website found,,https://www.openstreetmap.org/node/12741701498
Consultorio Dental,Dental,Mexico,Metepec,Metepec/Toluca premium,+52 722 394 7653,527223947653,valid_format_only,No website found,,https://www.openstreetmap.org/node/12741869002
Fuerza De Un Angel,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 205 5547,527222055547,valid_format_only,No website found,,https://www.openstreetmap.org/way/566492536
Centro de Salud La Magdalena Ocotitlán,Clínica estética,Mexico,Metepec,Metepec/Toluca premium,+52 722 659 3255,527226593255,valid_format_only,No website found,,https://www.openstreetmap.org/way/848236047
Centro Odontológico Medici,Dental,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 3026397083,573026397083,valid_format_only,No website found,,https://www.openstreetmap.org/node/565485165
Mondongo's,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 3122345,575743122345,valid_format_only,No website found,,https://www.openstreetmap.org/node/1494630480
Café Zorba,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 5804600,575745804600,valid_format_only,Modern/official website found,https://cafezorba.com.co/,https://www.openstreetmap.org/node/2089497823
Pipe Sazón,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 (604) 2529060,576042529060,valid_format_only,No website found,,https://www.openstreetmap.org/node/3811557722
Cubanitos Sadwich´s,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 2535852,575742535852,valid_format_only,Only Instagram/Facebook,https://es-la.facebook.com/CubanitosSandwichs/,https://www.openstreetmap.org/node/3811557723
Bigote's,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+5742301916,575742301916,valid_format_only,No website found,,https://www.openstreetmap.org/node/4173742301
BonCamarón,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 3005944617,573005944617,valid_format_only,No website found,,https://www.openstreetmap.org/node/4177596089
Chicken Chops,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 604 4442467,576044442467,valid_format_only,No website found,,https://www.openstreetmap.org/node/4285397589
Perú Fuzion Parrilla Bar,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 5832265,575745832265,valid_format_only,No website found,,https://www.openstreetmap.org/node/4558975891
Restaurante country club,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 3197300,575743197300,valid_format_only,No website found,,https://www.openstreetmap.org/node/4578400591
MATI,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 3520683,575743520683,valid_format_only,No website found,,https://www.openstreetmap.org/node/4726365391
Centeno Vegetariano Restaurante,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 314 7172981,573147172981,valid_format_only,No website found,,https://www.openstreetmap.org/node/4726432289
AMA Veterinaria,Veterinaria,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 2117740,575742117740,valid_format_only,No website found,,https://www.openstreetmap.org/node/4788809847
Clínica Veterinaria,Veterinaria,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 4449303,575744449303,valid_format_only,No website found,,https://www.openstreetmap.org/node/4827407867
Otro Cuento,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 320 5727617,573205727617,valid_format_only,No website found,,https://www.openstreetmap.org/node/4829207021
Mondongo's,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 604 4113434,576044113434,valid_format_only,Modern/official website found,https://mondongos.com.co,https://www.openstreetmap.org/node/4868045423
Pikare Restaurant,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 3219865080,573219865080,valid_format_only,No website found,,https://www.openstreetmap.org/node/4951843741
Toucan Spanish School,Academia privada,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+573001214062,573001214062,valid_format_only,Modern/official website found,https://www.toucanspanish.com/,https://www.openstreetmap.org/node/4951844629
Pollos Mario La América,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 604 3228080,576043228080,valid_format_only,No website found,,https://www.openstreetmap.org/node/4951845530
asados el rincón llanero,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 2129316,575742129316,valid_format_only,No website found,,https://www.openstreetmap.org/node/4998686521
"Restaurante La Matriarca, Medellín",Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+573205652016,573205652016,valid_format_only,Modern/official website found,https://lamatriarca.com/,https://www.openstreetmap.org/node/5043799630
Casero,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+55 6044414824,,invalid_phone,No website found,,https://www.openstreetmap.org/node/5101600224
La Luciola,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+52 422 5302,,invalid_phone,Modern/official website found,https://twitter.com/luciolarest,https://www.openstreetmap.org/node/5186466071
Sushi Love,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 5771130,575745771130,valid_format_only,No website found,,https://www.openstreetmap.org/node/5205353439
Melón & Pimentón,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 3422501,575743422501,valid_format_only,No website found,,https://www.openstreetmap.org/node/5227054422
Kilele,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 3122385686,573122385686,valid_format_only,No website found,,https://www.openstreetmap.org/node/5325918621
El Café,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 2305843,575742305843,valid_format_only,No website found,,https://www.openstreetmap.org/node/5330312966
Federal Ribs,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 3669706,575743669706,valid_format_only,Modern/official website found,http://www.federalribs.com,https://www.openstreetmap.org/node/5394858824
Federal Ribs,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 3660436,575743660436,valid_format_only,Modern/official website found,http://www.federalribs.com,https://www.openstreetmap.org/node/5394900821
Praná - Cocina Natural,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 3312759,575743312759,valid_format_only,No website found,,https://www.openstreetmap.org/node/5425677421
Illumident,Dental,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 3182900517,573182900517,valid_format_only,No website found,,https://www.openstreetmap.org/node/5541512692
Restaurant Bolivar,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 4 5116819,575745116819,valid_format_only,No website found,,https://www.openstreetmap.org/node/5544063122
Rico Ajiaco y Algo más,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 604 4127989;+57 604 4480476,576044127989,valid_format_only,Modern/official website found,http://www.ricoajiaco.com,https://www.openstreetmap.org/node/5546129027
Peace and Food,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 3168374298,573168374298,valid_format_only,No website found,,https://www.openstreetmap.org/node/5637538021
Betty's Bowls,Restaurante boutique,Colombia,Medellín,El Poblado/Provenza/Laureles/Envigado,+57 3054696582,573054696582,valid_format_only,Modern/official website found,https://bettysbowls.com/,https://www.openstreetmap.org/node/5749477828
