business_name,niche,city,zone,phone,normalized_phone,phone_status,website_status,website_url,source_url
Circo Nimbus,,Querétaro,Querétaro,+52 442 281 7355,524422817355,valid_format_only,Modern/official website found,https://danzaaereanimbus.com/,https://www.openstreetmap.org/node/10112879181
Snach,,Querétaro,Querétaro,4422499499,524422499499,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/10169620679
El Cazador,,Querétaro,Querétaro,4422613102,524422613102,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/10186528103
Synergie Gym,,queretaro,queretaro,+524422414681,524422414681,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/10195539987
Chez Julien,Restaurante boutique,Querétaro,Querétaro,+52 442 574 2482,524425742482,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/10200487550
Fisiointegrate Fisioterapia y Rehabilitación,Fisioterapia,Querétaro,Querétaro,4427134198,524427134198,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/10205832901
La Vinagreta Subs & Salads Querétaro,Restaurante boutique,Juriquilla,Juriquilla,+524426885469,524426885469,valid_format_only,Only social/profile link found,https://www.instagram.com/lavinagretaqueretaro/,https://www.openstreetmap.org/node/10262887736
Carpintodo,,Querétaro,Querétaro,+52 442 2422640,524422422640,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/10573279807
Miscelanea La Lomita,,Palo Alto,Palo Alto,+524461092156,524461092156,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/10647943774
Biblioteca Pública Municipal Prof. Heraclio Cabrera,,Querétaro,Querétaro,4422253862,524422253862,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/10658855776
Centro Oftamologo,,Querétaro,Querétaro,"1955529, 2254942",,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/10658855782
Only One,,Querétaro,Querétaro,+52 442 899 7239,524428997239,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/10665159621
Station 24,,Querétaro,Querétaro,+52 442 133 2805,524421332805,valid_format_only,Modern/official website found,https://station24.com.mx/,https://www.openstreetmap.org/node/10829496295
Station 24,,Querétaro,Querétaro,+52 442 129 6331,524421296331,valid_format_only,Modern/official website found,https://station24.com.mx/,https://www.openstreetmap.org/node/10829496296
Station 24,,Querétaro,Querétaro,+52 446 142 7652,524461427652,valid_format_only,Modern/official website found,https://station24.com.mx/,https://www.openstreetmap.org/node/10829496297
Station 24,,Querétaro,Querétaro,+52 422 880 3280,524228803280,valid_format_only,Modern/official website found,https://station24.com.mx/,https://www.openstreetmap.org/node/10829496298
Station 24,,Querétaro,Querétaro,+52 442 777 5569,524427775569,valid_format_only,Modern/official website found,https://station24.com.mx/,https://www.openstreetmap.org/node/10829496299
Station 24,,Querétaro,Querétaro,+52 442 851 4970,524428514970,valid_format_only,Modern/official website found,https://station24.com.mx/,https://www.openstreetmap.org/node/10829496300
Secretaría de Servicios Públicos Municipales,,Corregidora,Corregidora,4422096000 ext 4021,524422096000,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/10914578777
Tortas Tampico,Restaurante boutique,Querétaro,Centro Histórico,+52 442 214 4658,524422144658,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/10926224415
"MECDERMA Farmacia Dermatológica, SUCURSAL H+",,Querétaro,Querétaro,+524426453960,524426453960,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11015001068
Dentalia,Dental,Querétaro,Querétaro,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156114360
Dentalia,Dental,Querétaro,Querétaro,+52 800 003 3682,528000033682,valid_format_only,Modern/official website found,https://dentalia.com,https://www.openstreetmap.org/node/11156137307
TACOS LUZE,,Santiago de Queretaro,Santiago de Queretaro,+52 4423350960,524423350960,valid_format_only,Modern/official website found,https://www.didi-food.com/es-MX/food/store/5764607685379754554/Tacos-Luze-Selectos?pl=eyJwb2lJZCI6IkNoSUo0Ujk1eXZKYTA0VVJZUFZvRjdiX1pvUSIsImRpc3BsYXlOYW1lIjoiNzYxMjEiLCJhZGRyZXNzIjoiU2FuIFBhYmxvIElJSSwgNzYxMjEgU2FudGlhZ28gZGUgUXVlcsOpdGFybywgUXJvLiwgTcOpe,https://www.openstreetmap.org/node/11159005603
Davino Cortes Premium Querétaro,Restaurante boutique,"Santiago de Querétaro, Qro.","Santiago de Querétaro, Qro.",+524422279091,524422279091,valid_format_only,Modern/official website found,+524422279091,https://www.openstreetmap.org/node/11339300810
El tocino,Restaurante boutique,Querétaro,Querétaro,+524462135848,524462135848,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11403901353
Montana Shop Querétaro,,Querétaro,Querétaro,4423295743,524423295743,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11523711391
Costillas Prime,Restaurante boutique,Queretaro,Alamos 3era Secc,+524422453808,524422453808,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11685841936
Baristería,,Querétaro,Querétaro,4425376774,524425376774,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11708786269
San Cosme,Restaurante boutique,Querétaro,Querétaro,+524423795837,524423795837,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11715646988
Pádel Hub Centro Sur,,Querétaro,Querétaro,+524423373600,524423373600,valid_format_only,Modern/official website found,https://padelhub.com.mx,https://www.openstreetmap.org/node/11715649147
Centro de Convenciones Jurica,,Santiago de Querétaro,Jurica,4422180022,524422180022,valid_format_only,Modern/official website found,https://www.lasbrisashotels.com.mx/es/queretaro/meetings-events/,https://www.openstreetmap.org/node/11933685896
Plaza Jurica Bajío,,Santiago de Querétaro,Jurica,55 1688 6023,525516886023,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11933703906
OfficeMax,,Santiago de Querétaro,Jurica,442 218 7305,524422187305,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11933720509
Tacos El Pata,Restaurante boutique,Santiago de Querétaro,Jurica,442 218 3698,524422183698,valid_format_only,Modern/official website found,https://tacoselpata.com/,https://www.openstreetmap.org/node/11933720510
Farmacias Similares,,Santiago de Querétaro,Jurica,442 325 4597,524423254597,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11933723379
Sushi Itto Jurica Urban Center,Restaurante boutique,Santiago de Querétaro,Jurica,442 220 8888,524422208888,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11933731336
Libertad,,Santiago de Querétaro,Jurica,442 404 4060,524424044060,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11933734798
Pressto Jurica,,Santiago de Querétaro,Jurica,4422189435,524422189435,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11933736155
Panadería Brötli,,Santiago de Querétaro,Jurica,442 251 5421,524422515421,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11933762259
KHIOS Cocina Mediterránea,Restaurante boutique,Santiago de Querétaro,El Salitre,524427770396,524427770396,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11934275057
Mr. Pampas Querétaro,Restaurante boutique,Santiago de Querétaro,El Salitre,+524423258901,524423258901,valid_format_only,Modern/official website found,https://www.mrpampas.com/,https://www.openstreetmap.org/node/11934844231
"Alianza Do Brasil ""UpTown Juriquilla""",Restaurante boutique,Santiago de Querétaro,El Salitre,+524428817661,524428817661,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11934890244
Office Depot,,Santiago de Querétaro,El Salitre,442 688 9842,524426889842,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/11934897381
Fairfield Inn & Suites Querétaro Juriquilla,,Santiago de Querétaro,Juriquilla,524425009100,524425009100,valid_format_only,Modern/official website found,marriot.com,https://www.openstreetmap.org/node/11934915937
MIRTHALA COFFEE BAR,,Querétaro,Querétaro,442 223 5564,524422235564,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12036186269
MacStore,,Querétaro,Querétaro,+52 427 688 1057,524276881057,valid_format_only,Modern/official website found,https://www.macstoreonline.com.mx,https://www.openstreetmap.org/node/12059120512
MacStore,,Querétaro,Querétaro,+52 442 241 6694,524422416694,valid_format_only,Modern/official website found,https://www.macstoreonline.com.mx,https://www.openstreetmap.org/node/12059120513
Chilaking candiles,Restaurante boutique,Querétaro,Querétaro,442 135 5850,524421355850,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12063388169
VITRONIC Mexico,,Querétaro,Querétaro,442 361 9014,524423619014,valid_format_only,Modern/official website found,http://vitronic.com,https://www.openstreetmap.org/node/12063577769
Restaurante Las Águilas,Restaurante boutique,Santiago de Querétaro,Centro Histórico,+524422163856,524422163856,valid_format_only,Modern/official website found,https://www.restaurantelasaguilas.mx/,https://www.openstreetmap.org/node/12065700948
Fundación Merced Querétaro,,Querétaro,Querétaro,442 223 3623,524422233623,valid_format_only,Modern/official website found,https://mercedqueretaro.org/,https://www.openstreetmap.org/node/12167262501
Tacos Tumbras Juriquilla,Restaurante boutique,Juriquilla,Manzanares,442 277 8939,524422778939,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12168933540
Restaurante María Romina,Restaurante boutique,Colón,El Salitre,+524425598976,524425598976,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12173946811
Sinforosa Café,,Santiago de Querétaro,Jurica,442 773 5976,524427735976,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12175953501
Little Caesars Pizza,Restaurante boutique,Querétaro,Querétaro,442 193 5873,524421935873,valid_format_only,Only social/profile link found,https://www.facebook.com/photo.php?fbid=1883421475260425&id=1554916658110910&set=a.1573253096277266&locale=es_LA,https://www.openstreetmap.org/node/12176098672
Suburbia,,Querétaro,Querétaro,+52 442 195 3064,524421953064,valid_format_only,Modern/official website found,https://www.suburbia.com.mx/tienda/home,https://www.openstreetmap.org/node/12185336070
El Santo Porrón de Jurica,Restaurante boutique,Querétaro,Querétaro,4422246170,524422246170,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12355102601
Hacienda Real,,Querétaro,Querétaro,+52 441 296 4026,524412964026,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12372799363
Maiden Janeth,,Querétaro,Querétaro,5540888584,525540888584,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12442586501
Mixe,Restaurante boutique,Querétaro,Querétaro,4422441595,524422441595,valid_format_only,Modern/official website found,https://www.mixe.com.mx/,https://www.openstreetmap.org/node/12459638101
Barbacoa Navarrete,Restaurante boutique,Querétaro,Querétaro,+52-427-224-3191,524272243191,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12459886966
La Bodeguita del Abuelo,,Querétaro,Querétaro,4421492977,524421492977,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12493017401
Estética Lauren’s,,Querétaro,Querétaro,4421567714,524421567714,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12493075804
V&E,,Querétaro,Querétaro,4425594002,524425594002,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12493076001
Pastelería y Repostería Casera Liz,,Querétaro,Querétaro,4423803951,524423803951,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12493156002
alumiqro,,Querétaro,Querétaro,4421788269,524421788269,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12493156007
Vulcanizadora Gutiérrez,,Querétaro,Los Cedros,524424901192,524424901192,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12493156012
Tortas Mari Berber,Restaurante boutique,Querétaro,Querétaro,4426001544,524426001544,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12493156201
Escuela de Manejo JC,,Querétaro,Querétaro,4421373062,524421373062,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12493156205
Dental del Río,Dental,Querétaro,Querétaro,4423541556,524423541556,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12493156206
La Creperia Villemot,,Santiago de Querétaro,La Cruz,442 241 1888,524422411888,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12493290191
Centro Hare Krsna,,Querétaro,Querétaro,4424885357,524424885357,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12495356101
Mad Lolita Tattoo & Piercing Atelier,,CORREGIDORA,El Pueblito,+524425956735,524425956735,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12497463835
PetSet,Veterinaria,Querétaro,Querétaro,442 495 8600,524424958600,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12563312901
Ferretería Don Gato,,Querétaro,Querétaro,+524424042742; +524422126362,524424042742,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12628661800
Centro Alemán Querétaro,,Querétaro,Querétaro,+52 4422153456,524422153456,valid_format_only,Modern/official website found,https://centroaleman.mx/,https://www.openstreetmap.org/node/12646623110
La Nación,Restaurante boutique,Querétaro,Querétaro,+524422441788,524422441788,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12650708942
Centro Alemán de Cultura y Educación,,Querétaro,Querétaro,442 215 3456,524422153456,valid_format_only,Modern/official website found,https://centroaleman.mx,https://www.openstreetmap.org/node/12682264401
Bialcho Cycling,,Querétaro,Querétaro,+524425767383,524425767383,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12749944018
Frutas Y Verduras Irmita,,Querétaro,Querétaro,+52 442 317 2557,524423172557,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12777599429
Florería Pina,,Querétaro,Querétaro,+52 442 433 2941;+52 442 127 5859,524424332941,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12786590227
Aztlan,Veterinaria,Querétaro,Querétaro,+52 442 193 4702;+52 442 594 5747;+52 442 747 3148,524421934702,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12787489346
Lilian Nails,,Querétaro,Querétaro,+524423280061,524423280061,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/12853611343
Williams Sonoma,,Querétaro,Querétaro,+52 442 688 6074,524426886074,valid_format_only,Modern/official website found,https://www.williams-sonoma.com.mx/tienda/home,https://www.openstreetmap.org/node/13063071556
Cristal Joyas,,Querétaro,Querétaro,+52 442 688 4504;+52 442 688 6095,524426884504,valid_format_only,Modern/official website found,https://cristaljoyas.com,https://www.openstreetmap.org/node/13063237346
Cristal Joyas,,Querétaro,Querétaro,+52 442 220 6672;+52 442 220 6683,524422206672,valid_format_only,Modern/official website found,https://cristaljoyas.com,https://www.openstreetmap.org/node/13063237355
Cristal Joyas,,Querétaro,Querétaro,+52 442 242 9276,524422429276,valid_format_only,Modern/official website found,https://cristaljoyas.com,https://www.openstreetmap.org/node/13063237369
Cristal Joyas,,Querétaro,Querétaro,+52 442 241 4919;+52 442 241 4920,524422414919,valid_format_only,Modern/official website found,https://cristaljoyas.com,https://www.openstreetmap.org/node/13063237387
Cristal Joyas,,Querétaro,Querétaro,+52 442 251 2247;+52 442 251 2248,524422512247,valid_format_only,Modern/official website found,https://cristaljoyas.com,https://www.openstreetmap.org/node/13063237390
Albergue Nänä DIF,,Querétaro,Querétaro,4421012900,524421012900,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13093320801
Albergue Hospital General de Querétaro,,Querétaro,Querétaro,4421012900,524421012900,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13093323501
Hertz,,Querétaro,Querétaro,+52 55 9128 9000,525591289000,valid_format_only,Modern/official website found,https://www.hertzmexico.com,https://www.openstreetmap.org/node/13119476616
Hertz,,Querétaro,Querétaro,+52 55 9128 9000,525591289000,valid_format_only,Modern/official website found,https://www.hertzmexico.com,https://www.openstreetmap.org/node/13119476617
Hertz,,Querétaro,Querétaro,+52 55 9128 9000,525591289000,valid_format_only,Modern/official website found,https://www.hertzmexico.com,https://www.openstreetmap.org/node/13119476656
Gap,,Querétaro,Querétaro,+52 442 688 1420,524426881420,valid_format_only,Modern/official website found,https://www.gap.com.mx/tienda/home,https://www.openstreetmap.org/node/13128077957
Gap,,Querétaro,Querétaro,+52 222 129 1710,522221291710,valid_format_only,Modern/official website found,https://www.gap.com.mx/tienda/home,https://www.openstreetmap.org/node/13136406997
Banana Republic Factory,,Querétaro,Querétaro,+52 442 196 2856,524421962856,valid_format_only,Modern/official website found,https://www.bananarepublic.com.mx/tienda/home,https://www.openstreetmap.org/node/13144728307
Luka Pokes (Campanario Norte),Restaurante boutique,Santiago de Querétaro,Lomas Norte,+524423292312,524423292312,valid_format_only,Modern/official website found,https://lukapokes.com/,https://www.openstreetmap.org/node/13153413215
Luuna,,Querétaro,Querétaro,4422574585,524422574585,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13154183728
Klippa Lab,,Querétaro,Querétaro,+52 465 139 6224,524651396224,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13154206175
Plomería y Cerámica de Querétaro,,Querétaro,Balaustradas,+524422134400,524422134400,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13154281105
Mind.ful Yoga y Meditación,,Querétaro,Querétaro,+524425848853,524425848853,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13154337913
Consultorio Médico Integral,,Querétaro,Querétaro,4421429679,524421429679,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13159955986
Liverpool,,Querétaro,Querétaro,+52 442 196 1800,524421961800,valid_format_only,Modern/official website found,https://www.liverpool.com.mx/tienda/home,https://www.openstreetmap.org/node/13162156391
Pottery Barn,,Querétaro,Querétaro,+52 442 688 9723,524426889723,valid_format_only,Modern/official website found,https://www.potterybarn.com.mx/tienda/home,https://www.openstreetmap.org/node/13188561025
Pottery Barn Kids,,Querétaro,Querétaro,+52 442 688 9723,524426889723,valid_format_only,Modern/official website found,https://www.potterybarnkids.com.mx/tienda/home,https://www.openstreetmap.org/node/13188596168
Sistema Estatal de Atención a Víctimas (SEAI),,Querétaro,Querétaro,442 235 4042,524422354042,valid_format_only,Modern/official website found,http://fiscaliageneralqro.gob.mx,https://www.openstreetmap.org/node/13330690001
Centro de Justicia para las Mujeres (CJM o CEJUM),,Querétaro,Querétaro,+524423032261,524423032261,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13340700901
Principal Afore,,Querétaro,Querétaro,+52 81 8056 4624,528180564624,valid_format_only,Modern/official website found,https://principal.com.mx/afore,https://www.openstreetmap.org/node/13479091839
Enjoy Lavandería,,Santiago de Querétaro,Milenio III,+524422279846,524422279846,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13481293949
Suburbia,,Querétaro,Querétaro,+52 427 688 0321,524276880321,valid_format_only,Modern/official website found,https://www.suburbia.com.mx/tienda/home,https://www.openstreetmap.org/node/13508673958
Suburbia,,Querétaro,Querétaro,+52 442 193 3357,524421933357,valid_format_only,Modern/official website found,https://www.suburbia.com.mx/tienda/home,https://www.openstreetmap.org/node/13508673995
Coppel,,Querétaro,Querétaro,441 277 6405,524412776405,valid_format_only,Modern/official website found,https://www.coppel.com/ubicacion-de-tiendas-coppel/queretaro/cadereyta-de-montes/melchor-ocampo,https://www.openstreetmap.org/node/13616079401
Restaurant Bar Quinta Wagner,Restaurante boutique,Querétaro,Querétaro,441 265 1875,524412651875,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13616111701
Invernaderos Quinta Fernando Schmoll,,Querétaro,Querétaro,441 276 1071,524412761071,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13616111702
Universidad Valle de Cadereyta,,Querétaro,Querétaro,441 248 9308,524412489308,valid_format_only,Modern/official website found,https://infunivalledecader.wixsite.com/website,https://www.openstreetmap.org/node/13616256801
Farmacias Similares,,Querétaro,Querétaro,800 911 6666,528009116666,valid_format_only,Modern/official website found,http://www.farmaciasdesimilares.com.mx/,https://www.openstreetmap.org/node/13616273001
Hospital General de Cadereyta,,Querétaro,Querétaro,441 276 0153,524412760153,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13616283601
ELEKTRA QUERETARO CADEREYTA,,Querétaro,Querétaro,55 7577 5547,525575775547,valid_format_only,Modern/official website found,https://www.elektra.mx/,https://www.openstreetmap.org/node/13616314601
"Mi Bodega Aurrera, Cadereyta",,Querétaro,Querétaro,441 276 1368,524412761368,valid_format_only,Modern/official website found,https://www.bodegaaurrera.com.mx/inicio,https://www.openstreetmap.org/node/13618714401
Secundaria Centenario Cinco De Mayo,,Querétaro,Querétaro,441 276 0151,524412760151,valid_format_only,Modern/official website found,https://www.usebeq.edu.mx/,https://www.openstreetmap.org/node/13618727201
Servicio Mecanico Ordaz,,Querétaro,Querétaro,441 101 4747,524411014747,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13618763101
Alborada,,Querétaro,Querétaro,441122261,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/node/13623945102
OXXO reforma,,Querétaro,Querétaro,81 8320 2020,528183202020,valid_format_only,Modern/official website found,https://www.oxxo.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://www.openstreetmap.org/node/13626131102
Farmacia Guadalajara,,Querétaro,Querétaro,33 3818 1818,523338181818,valid_format_only,Modern/official website found,https://www.farmaciasguadalajara.com/,https://www.openstreetmap.org/node/13626140401
Neto Cadereyta,,Querétaro,Querétaro,800 050 6386,528000506386,valid_format_only,Modern/official website found,https://www.tiendasneto.com/,https://www.openstreetmap.org/node/13626140402
Bicillantas,,Querétaro,Querétaro,441 213 5186,524412135186,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13639152401
"TALLER DE BICIS ""DON PITER""",,Querétaro,Querétaro,441 121 5893,524411215893,valid_format_only,No website found in public source,,https://www.openstreetmap.org/node/13639157703
COBAQ Plantel 5 Cadereyta,,Querétaro,Querétaro,441 276 0350,524412760350,valid_format_only,Modern/official website found,http://www.cobaq.edu.mx/,https://www.openstreetmap.org/node/13644145601
Café Mono Azul,,Querétaro,Querétaro,442 498 7864,524424987864,valid_format_only,Modern/official website found,https://cafemonoazul.com/,https://www.openstreetmap.org/node/13650539901
Central Ferretera Trejo - Cadereyta,,Querétaro,Querétaro,441 106 2011,524411062011,valid_format_only,Modern/official website found,https://grupotrejo.com/,https://www.openstreetmap.org/node/13653208102
Universidad Atenas Queretaro,,Querétaro,Querétaro,4422143238,524422143238,valid_format_only,Modern/official website found,https://atenas.edu.mx/,https://www.openstreetmap.org/node/13735828101
"Toys ""R"" Us",,Querétaro,Querétaro,+52 442 241 2160,524422412160,valid_format_only,Modern/official website found,https://www.toysrus.com.mx/tienda/home,https://www.openstreetmap.org/node/13737445784
AVIATION SERVICE PARTNERS INC,,Colón,"Parque Industrial Kaizen K1 Módulo 4, Galeras",256 849 0700,522568490700,valid_format_only,Modern/official website found,https://asp.aero/,https://www.openstreetmap.org/node/13806765892
Disney Store,,Querétaro,Querétaro,+52 442 241 2160,524422412160,valid_format_only,Modern/official website found,https://www.liverpool.com.mx/tienda/disney-store-en-liverpool/cat21010034,https://www.openstreetmap.org/node/13849101806
Minimal Car Detailing,,Santiago de Querétaro,Juriquilla,+52 442 487 4093,524424874093,valid_format_only,Modern/official website found,https://minimalcardetailing.com/,https://www.openstreetmap.org/node/13892628778
Winery San Juanito Vitivinicola,Restaurante boutique,San Jose de la Laja,San Jose de la Laja,+52 55 5004 7300,525550047300,valid_format_only,Modern/official website found,https://www.sanjuanito.com.mx/,https://www.openstreetmap.org/node/13939055801
Dockers Outlet,,Querétaro,Querétaro,+52 442 260 7879,524422607879,valid_format_only,Modern/official website found,https://www.dockers.com.mx/tienda/home,https://www.openstreetmap.org/node/13951394711
Galerías Querétaro,,Querétaro,Querétaro,+52 442 215 7065,524422157065,valid_format_only,Modern/official website found,https://www.galerias.com,https://www.openstreetmap.org/way/170246062
The Hub,,Santiago de Querétaro,Centro Sur,+525554123086,525554123086,valid_format_only,No website found in public source,,https://www.openstreetmap.org/way/234939369
Peugeot,,Querétaro,Querétaro,01 442 214 5400,,invalid_phone,Modern/official website found,http://www.peugeotqueretaro.com.mx,https://www.openstreetmap.org/way/240062655
Mirabel,,Querétaro,Querétaro,4422143535,524422143535,valid_format_only,No website found in public source,,https://www.openstreetmap.org/way/240068856
Irizar México,,Querétaro,Querétaro,+52-442-2382500,524422382500,valid_format_only,Modern/official website found,https://www.irizar.com/,https://www.openstreetmap.org/way/244910460
Motel Magno,,Querétaro,Querétaro,01 442 220 6443,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/way/263087021
Universidad Internacional de Querétaro,,Querétaro,Querétaro,+52 (442) 2206430,524422206430,valid_format_only,Modern/official website found,http://www.uniq.mx,https://www.openstreetmap.org/way/263720065
Farmacia Guadalajara,,Querétaro,Querétaro,01 442 246 1232,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/way/287621521
Oxxo,,Querétaro,Querétaro,01 442 222 5000,,invalid_phone,Modern/official website found,https://www.oxxo.com/tiendas?cr=50ABS,https://www.openstreetmap.org/way/287621566
Boulevard Bernardo Quintana,,Querétaro,Querétaro,01 (442) 245-1113,,invalid_phone,Modern/official website found,http://tyreplus.com.mx,https://www.openstreetmap.org/way/288208811
El Serafín,,Querétaro,Querétaro,01 442 212 8999,,invalid_phone,Modern/official website found,https://elserafinhotel.com/,https://www.openstreetmap.org/way/288238972
Farmacias del Ahorro,,Querétaro,Querétaro,215-7760,,invalid_phone,No website found in public source,,https://www.openstreetmap.org/way/288238973
Hotel Impala,,Querétaro,Querétaro,"212 2570, 214 0400 y 212 0344",,invalid_phone,Modern/official website found,https://www.hihotel.mx/,https://www.openstreetmap.org/way/288238974
Plaza de la Tecnología,,Querétaro,Querétaro,01-442-214-3302,,invalid_phone,Modern/official website found,https://www.plazadelatecnologia.com/,https://www.openstreetmap.org/way/288238982
Colegio de Bachilleres del Estado de Querétaro #13,,Querétaro,Querétaro,(442) 243-18-95 y (442)243-20-99,,invalid_phone,Modern/official website found,http://www.cobaq.edu.mx/,https://www.openstreetmap.org/way/305060698
"Fiscalía General del Estado de Querétaro, Unidad 3",,Querétaro,Col. San Pedrito Peñuelas,4422433013,524422433013,valid_format_only,Modern/official website found,https://fiscaliageneralqro.gob.mx/portal,https://www.openstreetmap.org/way/305060713
El Nuevo Pan de Querétaro,,Querétaro,Querétaro,4422460320,524422460320,valid_format_only,No website found in public source,,https://www.openstreetmap.org/way/305155188
Dirección General de Seguridad Pública y Tránsito del Estado,,Querétaro,Querétaro,(442) 309 1400,524423091400,valid_format_only,No website found in public source,,https://www.openstreetmap.org/way/305160074
Colegio de Bachilleres del Estado de Querétaro #17,,Querétaro,Querétaro,(442) 261-13-90,524422611390,valid_format_only,Modern/official website found,http://www.cobaq.edu.mx/,https://www.openstreetmap.org/way/305429036
Vinoteca,,Querétaro,Querétaro,01 (442) 216-4190,,invalid_phone,Modern/official website found,https://www.vinoteca.com/,https://www.openstreetmap.org/way/308805199
El Abeto,,Querétaro,Querétaro,"442-388-0936, 442-388-0937, 442-388-0938",,invalid_phone,Modern/official website found,https://www.elabeto.com.mx/,https://www.openstreetmap.org/way/309135934
Tec de Monterrey Campus Querétaro,,Querétaro,San Pablo,+52 442 238 3100,524422383100,valid_format_only,Modern/official website found,https://tec.mx/es/queretaro,https://www.openstreetmap.org/way/311462734
Coppel,,Querétaro,Querétaro,4422125817,524422125817,valid_format_only,No website found in public source,,https://www.openstreetmap.org/way/315519587
Templo de Santo Domingo,,Querétaro,Querétaro,+52 (442) 212 08 31,524422120831,valid_format_only,No website found in public source,,https://www.openstreetmap.org/way/315519588
Archivo Historico del Estado,,Querétaro,Querétaro,+52 442 212 6728,524422126728,valid_format_only,No website found in public source,,https://www.openstreetmap.org/way/315793295
Secretaría de Desarrollo Urbano y Obras Públicas,,Querétaro,Querétaro,+52 442 227 1800,524422271800,valid_format_only,No website found in public source,,https://www.openstreetmap.org/way/315793306
Capilla del Espirítu Santo,,Querétaro,Querétaro,+52 442 212 1071,524422121071,valid_format_only,No website found in public source,,https://www.openstreetmap.org/way/315814395
